-0.995000,0.000000
-0.990000,0.000000
-0.985000,0.000000
-0.980000,0.000000
-0.975000,0.000000
-0.970000,0.000000
-0.965000,0.000000
-0.960000,0.000000
-0.955000,0.000000
-0.950000,0.000000
-0.945000,0.000000
-0.940000,0.000000
-0.935000,0.000000
-0.930000,0.000000
-0.925000,0.000000
-0.920000,0.000000
-0.915000,0.000000
-0.910000,0.000000
-0.905000,0.000000
-0.900000,0.000000
-0.895000,0.000000
-0.890000,0.000000
-0.885000,0.000000
-0.880000,0.000000
-0.875000,0.000000
-0.870000,0.000000
-0.865000,0.000000
-0.860000,0.000000
-0.855000,0.000000
-0.850000,0.000000
-0.845000,0.000000
-0.840000,0.000000
-0.835000,0.000000
-0.830000,0.000000
-0.825000,0.000000
-0.820000,0.000000
-0.815000,0.000000
-0.810000,0.000000
-0.805000,0.000000
-0.800000,0.000000
-0.795000,0.000000
-0.790000,0.000000
-0.785000,0.000000
-0.780000,0.000000
-0.775000,0.000000
-0.770000,0.000000
-0.765000,0.000000
-0.760000,0.000000
-0.755000,0.000000
-0.750000,0.000000
-0.745000,0.000000
-0.740000,0.000000
-0.735000,0.000000
-0.730000,0.000000
-0.725000,0.000000
-0.720000,0.000000
-0.715000,0.000000
-0.710000,0.000000
-0.705000,0.000000
-0.700000,0.000000
-0.695000,0.000000
-0.690000,0.000000
-0.685000,0.000000
-0.680000,0.000000
-0.675000,0.000000
-0.670000,0.000000
-0.665000,0.000000
-0.660000,0.000000
-0.655000,0.000000
-0.650000,0.000000
-0.645000,0.000000
-0.640000,0.000001
-0.635000,0.000001
-0.630000,0.000001
-0.625000,0.000002
-0.620000,0.000003
-0.615000,0.000004
-0.610000,0.000005
-0.605000,0.000007
-0.600000,0.000010
-0.595000,0.000014
-0.590000,0.000020
-0.585000,0.000027
-0.580000,0.000037
-0.575000,0.000051
-0.570000,0.000069
-0.565000,0.000093
-0.560000,0.000125
-0.555000,0.000167
-0.550000,0.000222
-0.545000,0.000294
-0.540000,0.000387
-0.535000,0.000508
-0.530000,0.000662
-0.525000,0.000858
-0.520000,0.001108
-0.515000,0.001422
-0.510000,0.001817
-0.505000,0.002309
-0.500000,0.002920
-0.495000,0.003674
-0.490000,0.004599
-0.485000,0.005728
-0.480000,0.007098
-0.475000,0.008752
-0.470000,0.010736
-0.465000,0.013103
-0.460000,0.015913
-0.455000,0.019227
-0.450000,0.023115
-0.445000,0.027650
-0.440000,0.032910
-0.435000,0.038976
-0.430000,0.045930
-0.425000,0.053857
-0.420000,0.062841
-0.415000,0.072965
-0.410000,0.084305
-0.405000,0.096934
-0.400000,0.110916
-0.395000,0.126305
-0.390000,0.143143
-0.385000,0.161458
-0.380000,0.181259
-0.375000,0.202542
-0.370000,0.225279
-0.365000,0.249425
-0.360000,0.274912
-0.355000,0.301653
-0.350000,0.329539
-0.345000,0.358442
-0.340000,0.388217
-0.335000,0.418701
-0.330000,0.449720
-0.325000,0.481089
-0.320000,0.512614
-0.315000,0.544100
-0.310000,0.575350
-0.305000,0.606173
-0.300000,0.636382
-0.295000,0.665803
-0.290000,0.694274
-0.285000,0.721653
-0.280000,0.747811
-0.275000,0.772644
-0.270000,0.796066
-0.265000,0.818015
-0.260000,0.838451
-0.255000,0.857353
-0.250000,0.874723
-0.245000,0.890580
-0.240000,0.904960
-0.235000,0.917914
-0.230000,0.929506
-0.225000,0.939810
-0.220000,0.948908
-0.215000,0.956886
-0.210000,0.963836
-0.205000,0.969848
-0.200000,0.975014
-0.195000,0.979423
-0.190000,0.983159
-0.185000,0.986303
-0.180000,0.988930
-0.175000,0.991111
-0.170000,0.992908
-0.165000,0.994379
-0.160000,0.995574
-0.155000,0.996538
-0.150000,0.997310
-0.145000,0.997924
-0.140000,0.998408
-0.135000,0.998788
-0.130000,0.999084
-0.125000,0.999312
-0.120000,0.999487
-0.115000,0.999620
-0.110000,0.999721
-0.105000,0.999796
-0.100000,0.999852
-0.095000,0.999894
-0.090000,0.999924
-0.085000,0.999946
-0.080000,0.999962
-0.075000,0.999974
-0.070000,0.999982
-0.065000,0.999987
-0.060000,0.999991
-0.055000,0.999994
-0.050000,0.999996
-0.045000,0.999997
-0.040000,0.999998
-0.035000,0.999999
-0.030000,0.999999
-0.025000,1.000000
-0.020000,1.000000
-0.015000,1.000000
-0.010000,1.000000
-0.005000,1.000000
0.000000,1.000000
0.005000,1.000000
0.010000,1.000000
0.015000,1.000000
0.020000,1.000000
0.025000,0.999999
0.030000,0.999999
0.035000,0.999999
0.040000,0.999998
0.045000,0.999997
0.050000,0.999996
0.055000,0.999995
0.060000,0.999993
0.065000,0.999990
0.070000,0.999986
0.075000,0.999980
0.080000,0.999973
0.085000,0.999963
0.090000,0.999949
0.095000,0.999931
0.100000,0.999907
0.105000,0.999875
0.110000,0.999833
0.115000,0.999778
0.120000,0.999706
0.125000,0.999613
0.130000,0.999492
0.135000,0.999338
0.140000,0.999142
0.145000,0.998892
0.150000,0.998578
0.155000,0.998183
0.160000,0.997691
0.165000,0.997080
0.170000,0.996326
0.175000,0.995401
0.180000,0.994272
0.185000,0.992902
0.190000,0.991248
0.195000,0.989264
0.200000,0.986897
0.205000,0.984087
0.210000,0.980773
0.215000,0.976885
0.220000,0.972350
0.225000,0.967090
0.230000,0.961024
0.235000,0.954070
0.240000,0.946143
0.245000,0.937159
0.250000,0.927035
0.255000,0.915695
0.260000,0.903066
0.265000,0.889084
0.270000,0.873695
0.275000,0.856857
0.280000,0.838542
0.285000,0.818741
0.290000,0.797458
0.295000,0.774721
0.300000,0.750575
0.305000,0.725088
0.310000,0.698347
0.315000,0.670461
0.320000,0.641558
0.325000,0.611783
0.330000,0.581299
0.335000,0.550280
0.340000,0.518911
0.345000,0.487386
0.350000,0.455900
0.355000,0.424650
0.360000,0.393827
0.365000,0.363618
0.370000,0.334197
0.375000,0.305726
0.380000,0.278347
0.385000,0.252189
0.390000,0.227356
0.395000,0.203934
0.400000,0.181985
0.405000,0.161549
0.410000,0.142647
0.415000,0.125277
0.420000,0.109420
0.425000,0.095040
0.430000,0.082086
0.435000,0.070494
0.440000,0.060190
0.445000,0.051092
0.450000,0.043114
0.455000,0.036164
0.460000,0.030152
0.465000,0.024986
0.470000,0.020577
0.475000,0.016841
0.480000,0.013697
0.485000,0.011070
0.490000,0.008889
0.495000,0.007092
0.500000,0.005621
0.505000,0.004426
0.510000,0.003462
0.515000,0.002690
0.520000,0.002076
0.525000,0.001592
0.530000,0.001212
0.535000,0.000916
0.540000,0.000688
0.545000,0.000513
0.550000,0.000380
0.555000,0.000279
0.560000,0.000204
0.565000,0.000148
0.570000,0.000106
0.575000,0.000076
0.580000,0.000054
0.585000,0.000038
0.590000,0.000026
0.595000,0.000018
0.600000,0.000013
0.605000,0.000009
0.610000,0.000006
0.615000,0.000004
0.620000,0.000003
0.625000,0.000002
0.630000,0.000001
0.635000,0.000001
0.640000,0.000000
0.645000,0.000000
0.650000,0.000000
0.655000,0.000000
0.660000,0.000000
0.665000,0.000000
0.670000,0.000000
0.675000,0.000000
0.680000,0.000000
0.685000,0.000000
0.690000,0.000000
0.695000,0.000000
0.700000,0.000000
0.705000,0.000000
0.710000,0.000000
0.715000,0.000000
0.720000,0.000000
0.725000,0.000000
0.730000,0.000000
0.735000,0.000000
0.740000,0.000000
0.745000,0.000000
0.750000,0.000000
0.755000,0.000000
0.760000,0.000000
0.765000,0.000000
0.770000,0.000000
0.775000,0.000000
0.780000,0.000000
0.785000,0.000000
0.790000,0.000000
0.795000,0.000000
0.800000,0.000000
0.805000,0.000000
0.810000,0.000000
0.815000,0.000000
0.820000,0.000000
0.825000,0.000000
0.830000,0.000000
0.835000,0.000000
0.840000,0.000000
0.845000,0.000000
0.850000,0.000000
0.855000,0.000000
0.860000,0.000000
0.865000,0.000000
0.870000,0.000000
0.875000,0.000000
0.880000,0.000000
0.885000,0.000000
0.890000,0.000000
0.895000,0.000000
0.900000,0.000000
0.905000,0.000000
0.910000,0.000000
0.915000,0.000000
0.920000,0.000000
0.925000,0.000000
0.930000,0.000000
0.935000,0.000000
0.940000,0.000000
0.945000,0.000000
0.950000,0.000000
0.955000,0.000000
0.960000,0.000000
0.965000,0.000000
0.970000,0.000000
0.975000,0.000000
0.980000,0.000000
0.985000,0.000000
0.990000,0.000000
0.995000,0.000000
1.000000,0.000000
